"TIME","U1:A(OP)"
0,1.09706e-005
1e-008,0.000545624
1.346329033e-008,0.000725915
2.038987099e-008,0.00107225
3.424303232e-008,0.00168179
5.377770602e-008,0.00232906
8.071414081e-008,0.00284971
1.113085328e-007,0.00306186
1.470747517e-007,0.00303975
1.969058628e-007,0.0028892
2.503457202e-007,0.00277472
3.133619739e-007,0.00274068
4.028456549e-007,0.00276289
5.501110173e-007,0.00278859
7.075120163e-007,0.00278873
1e-006,0.00278517
1.017179445e-006,0.00193479
1.051538335e-006,0.000641956
1.076461199e-006,9.15635e-005
1.115359224e-006,-0.000255532
1.152848598e-006,-0.000250297
1.196981532e-006,-0.000116036
1.250425588e-006,1.0099e-005
1.306694635e-006,5.32577e-005
1.390274619e-006,3.96313e-005
1.527268399e-006,1.27891e-005
1.674803567e-006,1.05316e-005
1.935533547e-006,1.60448e-005
2.456993506e-006,1.85669e-005
3.194126523e-006,2.13553e-005
4.668392557e-006,3.12747e-005
7.616924624e-006,6.4159e-005
1.351398876e-005,0.000181566
2.530811703e-005,0.000621498
4.889637357e-005,0.00230865
9.607288664e-005,0.0088074
0.0001904259128,0.0334701
0.0003624780541,0.113287
0.0006020332079,0.283462
0.0009246332093,0.583297
0.001364215179,1.04282
0.001864215179,1.54046
0.002364215179,1.9414
0.002864215179,2.21176
0.003364215179,2.35059
0.003864215179,2.37976
0.004364215179,2.33249
0.004864215179,2.2437
0.005364215179,2.14337
0.005864215179,2.05303
0.006364215179,1.98495
0.006864215179,1.94324
0.007364215179,1.92597
0.007864215179,1.92764
0.008364215179,1.94133
0.009364215179,1.97983
0.009864215179,1.99593
0.01036421518,2.00712
0.01086421518,2.01315
0.01136421518,2.01478
0.01186421518,2.01325
0.01236421518,2.00993
0.01336421518,2.00243
0.01386421518,1.99965
0.01436421518,1.99789
0.01486421518,1.99711
0.01536421518,1.99709
0.01636421518,1.99831
0.01736421518,1.99972
0.01836421518,2.00044
0.01986421518,2.00035
0.02179950526,1.99988
0.025,1.99994
