"TIME","U2:A(OP)"
0,2.73943e-005
1e-008,5.7626e-005
1.061508816e-008,5.96066e-005
1.184526447e-008,6.38773e-005
1.430561709e-008,7.40719e-005
1.922632235e-008,0.000102553
2.903548481e-008,0.000198576
3.890890743e-008,0.000353656
4.967283456e-008,0.00059087
6.293742762e-008,0.000972046
7.920109977e-008,0.00154274
1.011783092e-007,0.00241213
1.312425991e-007,0.0036077
1.687168624e-007,0.00488432
2.109573398e-007,0.00591019
2.721640874e-007,0.00671649
3.384279393e-007,0.00702931
4.349191523e-007,0.00710742
5.374157391e-007,0.00708836
6.540507194e-007,0.00708611
8.003192387e-007,0.00711374
1e-006,0.00716463
1.023712785e-006,0.00694014
1.071138354e-006,0.00590612
1.105716616e-006,0.00475714
1.150377904e-006,0.00318325
1.197223377e-006,0.00181923
1.235546509e-006,0.00105068
1.261984931e-006,0.00070943
1.28557142e-006,0.000517175
1.312801946e-006,0.000390674
1.335968903e-006,0.000337601
1.359159848e-006,0.000313903
1.384439241e-006,0.000304815
1.411112302e-006,0.000302793
1.443648843e-006,0.000302296
1.483826074e-006,0.000300411
1.546388739e-006,0.000295525
1.655663468e-006,0.000289576
1.769603566e-006,0.000288018
1.997483761e-006,0.000288545
2.22934872e-006,0.000288916
2.631065877e-006,0.000288236
3.43450019e-006,0.000287454
4.709030311e-006,0.000286542
7.258090552e-006,0.000284002
1.235621103e-005,0.000278808
2.2552452e-005,0.000268953
4.294493393e-005,0.0002525
6.681152678e-005,0.000245214
9.274362369e-005,0.000265269
0.0001249671819,0.000362435
0.0001657092426,0.000676268
0.0002101573826,0.00138959
0.000268462451,0.00320434
0.0003397119169,0.00734225
0.0004356403864,0.0175191
0.0005636341783,0.041872
0.0007487819944,0.103614
0.001024660099,0.256281
0.001329583733,0.494411
0.001731707222,0.858479
0.002149001783,1.20944
0.002511033388,1.43328
0.002885035102,1.54884
0.00325104815,1.54173
0.003601992321,1.43953
0.004027115533,1.23907
0.004527115533,0.982054
0.004912498561,0.816757
0.005275015404,0.716802
0.005645959291,0.68291
0.0060006748,0.712259
0.006368299528,0.791427
0.006868299528,0.934593
0.007368299528,1.06901
0.007750695553,1.14211
0.008145377728,1.17683
0.008513330141,1.17045
0.008881457537,1.13305
0.009329329215,1.06382
0.009829329215,0.98345
0.01020125564,0.935451
0.01056287278,0.906971
0.01093085507,0.899546
0.01128663838,0.911498
0.01165529756,0.938497
0.01215529756,0.984567
0.01265529756,1.02606
0.01304109234,1.04767
0.01343576331,1.05658
0.0138050658,1.05275
0.01417412745,1.03955
0.01464767369,1.01568
0.01514767369,0.990848
0.01552428512,0.976726
0.01592251425,0.968911
0.01628873137,0.968737
0.01665659049,0.974423
0.017077359,0.985498
0.017577359,1.00014
0.01797399191,1.00995
0.01833857275,1.01583
0.01871222396,1.01794
0.01907044239,1.01638
0.01943826253,1.01196
0.01992362212,1.0041
0.02042362212,0.996368
0.0208039623,0.992102
0.02119772197,0.989963
0.02156536563,0.990175
0.02193350909,0.992188
0.02239081024,0.996141
0.02289081024,1.00072
0.02326293197,1.00349
0.02362356476,1.00516
0.02399154785,1.00565
0.02435040515,1.00502
0.02471991776,1.00352
0.025,1.00202
