"TIME","U1:A(OP)"
0,9.9691e-006
1e-008,0.000148446
2e-008,0.000273277
4e-008,0.000483383
8e-008,0.000725511
1.302885292e-007,0.000801058
1.871431831e-007,0.000762917
2.604761449e-007,0.000706987
3.589934234e-007,0.000688009
4.866712111e-007,0.000697434
7.420267864e-007,0.00070511
1.045062649e-006,0.000563047
1.074856414e-006,0.00030006
1.134443943e-006,2.21521e-006
1.223555933e-006,-7.51386e-005
1.315108217e-006,-2.0484e-005
1.431734476e-006,1.81689e-005
1.566209052e-006,1.78446e-005
1.82694943e-006,9.89172e-006
2.225042344e-006,9.96677e-006
2.844307341e-006,1.07726e-005
4.082837335e-006,1.16301e-005
6.559897321e-006,1.44451e-005
1.151401729e-005,2.35183e-005
2.142225724e-005,5.74676e-005
4.123873714e-005,0.000188408
8.087169692e-005,0.000700159
0.0001601376165,0.00270471
0.0003186694557,0.0104869
0.000635733134,0.0398899
0.00114996988,0.120593
0.00185911592,0.280291
0.002790310739,0.533307
0.003973376504,0.853013
0.005262575649,1.12793
0.006411504321,1.2761
0.007445954151,1.3261
0.008494127861,1.30741
0.009605221361,1.2355
0.0113278064,1.08938
0.012501,0.996618
0.0125011,0.996065
0.0125013,0.995821
0.01250184351,0.995861
0.01250208128,0.996151
0.01250220582,0.996564
0.01250507861,0.996303
0.01254076017,0.993422
0.0125788205,0.990087
0.01265494116,0.982629
0.01280718249,0.964703
0.01311166514,0.917986
0.01372063044,0.790488
0.01493856104,0.467457
0.01612831884,0.145577
0.01727074713,-0.106505
0.01840861218,-0.267002
0.01942752133,-0.327258
0.020505982,-0.315954
0.02160846398,-0.248214
0.02272846002,-0.150358
0.02374132675,-0.0586945
0.02480099935,0.0224162
0.025,0.0354693
0.0250001,0.0360198
0.0250003,0.0362606
0.02500045184,0.0362137
0.02500063559,0.0361976
0.02500084296,0.0362138
0.02500108069,0.0359229
0.02500112216,0.0356989
0.02500120511,0.0355075
0.02500133742,0.0355102
0.02500146457,0.0355592
0.02500163588,0.0355804
0.02500228924,0.0356155
0.02500642609,0.0358833
0.02501115393,0.0361924
0.0250206096,0.0368232
0.02503952095,0.0381343
0.02507734363,0.0409531
0.02515298901,0.0473599
0.02530427976,0.0631149
0.02560686126,0.105284
0.02621202427,0.223367
0.02706543702,0.437295
0.02815955551,0.733107
0.02954306785,1.05256
0.03078565201,1.23972
0.03181231966,1.311
0.03297586483,1.30902
0.03404254407,1.2503
0.03557112519,1.12548
0.03701055602,1.01038
0.037501,0.976182
0.0375011,0.975631
0.0375013,0.975388
0.0375018435,0.975433
0.03750208126,0.975726
0.0375022058,0.97614
0.03750507821,0.975907
0.03754075437,0.973369
0.03757880895,0.970403
0.03765491809,0.963687
0.03780713639,0.947257
0.03811157298,0.903555
0.03872044616,0.78195
0.03993819253,0.46891
0.04113234642,0.152413
0.04228106131,-0.0976808
0.04341410222,-0.257004
0.04442804467,-0.318684
0.04552142183,-0.30992
0.04661746512,-0.245393
0.04775213956,-0.149046
0.04877360275,-0.0586771
0.04983335472,0.0208776
0.05,0.0317222
0.0500001,0.0322728
0.0500003,0.0325135
0.05000045184,0.0324666
0.05000063559,0.0324505
0.05000084296,0.0324666
0.05000108069,0.0321757
0.05000112216,0.0319517
0.05000120511,0.0317603
0.05000133741,0.031763
0.05000146456,0.031812
0.05000163587,0.0318331
0.05000228922,0.0318682
0.05000642597,0.0321354
0.05001115369,0.0324439
0.05002060913,0.0330733
0.05003952001,0.0343822
0.05007734177,0.0371973
0.05015298528,0.0436004
0.05030427231,0.0593616
0.05060684637,0.101594
0.05121199449,0.219974
0.05205707024,0.432428
0.05314930813,0.728955
0.05452420954,1.04883
0.05576500344,1.23826
0.05678921722,1.31126
0.05796022797,1.31064
0.05902466838,1.25249
0.06054327422,1.12831
0.06197344152,1.01296
0.062501,0.97597
0.0625011,0.975418
0.0625013,0.975176
0.0625018435,0.975221
0.06250208126,0.975513
0.0625022058,0.975927
0.06250507822,0.975694
0.06254075453,0.973151
0.06257880925,0.97018
0.06265491871,0.963454
0.06280713762,0.947007
0.06311157543,0.903275
0.06372045107,0.781634
0.06493820234,0.468598
0.0661322727,0.152193
0.06728087094,-0.0977856
0.06841400209,-0.257034
0.06942803799,-0.31865
0.07052113431,-0.309843
0.07161729828,-0.245296
0.07275169229,-0.14898
0.07377299232,-0.058642
0.07483274237,0.0208932
0.075,0.0317727
0.0750001,0.0323232
0.0750003,0.0325639
0.07500045184,0.032517
0.07500063559,0.0325009
0.07500084296,0.032517
0.07500108069,0.0322261
0.07500112216,0.0320021
0.07500120511,0.0318107
0.07500133741,0.0318133
0.07500146456,0.0318624
0.07500163587,0.0318835
0.07500228922,0.0319185
0.07500642597,0.0321856
0.07501115369,0.0324939
0.07502060914,0.033123
0.07503952002,0.0344312
0.07507734179,0.037245
0.07515298533,0.0436454
0.07530427241,0.0594012
0.07560684657,0.101623
0.07621199489,0.219984
0.07705711575,0.432427
0.07814934206,0.728933
0.0795242635,1.0488
0.080765075,1.23824
0.08178928225,1.31124
0.08296033951,1.31062
0.08402476566,1.25248
0.08554331581,1.12831
0.08697353417,1.01296
0.087501,0.975983
0.0875011,0.975431
0.0875013,0.975189
0.0875018435,0.975234
0.08750208126,0.975527
0.0875022058,0.97594
0.08750507822,0.975707
0.08754075453,0.973165
0.08757880927,0.970193
0.08765491873,0.963467
0.08780713766,0.94702
0.08811157553,0.903287
0.08872045126,0.781645
0.08993820272,0.468605
0.09113227313,0.152196
0.0922808716,-0.0977868
0.09341400259,-0.257038
0.09442803835,-0.318654
0.09552113507,-0.309848
0.09661729887,-0.2453
0.09775169328,-0.148982
0.09877299355,-0.0586428
0.09983274361,0.0208935
0.1,0.031773
