X,CH2,
Second,Volt,
-1.08e-03,1.38e-02
-1.07e-03,0.00e+00
-1.06e-03,0.00e+00
-1.05e-03,0.00e+00
-1.04e-03,1.38e-02
-1.03e-03,0.00e+00
-1.02e-03,0.00e+00
-1.01e-03,0.00e+00
-1.00e-03,0.00e+00
-9.90e-04,0.00e+00
-9.80e-04,0.00e+00
-9.70e-04,1.38e-02
-9.60e-04,0.00e+00
-9.50e-04,0.00e+00
-9.40e-04,0.00e+00
-9.30e-04,1.38e-02
-9.20e-04,0.00e+00
-9.10e-04,0.00e+00
-9.00e-04,0.00e+00
-8.90e-04,1.38e-02
-8.80e-04,0.00e+00
-8.70e-04,-1.38e-02
-8.60e-04,0.00e+00
-8.50e-04,0.00e+00
-8.40e-04,0.00e+00
-8.30e-04,0.00e+00
-8.20e-04,0.00e+00
-8.10e-04,1.38e-02
-8.00e-04,1.38e-02
-7.90e-04,0.00e+00
-7.80e-04,0.00e+00
-7.70e-04,0.00e+00
-7.60e-04,0.00e+00
-7.50e-04,1.38e-02
-7.40e-04,0.00e+00
-7.30e-04,1.38e-02
-7.20e-04,0.00e+00
-7.10e-04,-1.38e-02
-7.00e-04,0.00e+00
-6.90e-04,0.00e+00
-6.80e-04,0.00e+00
-6.70e-04,1.38e-02
-6.60e-04,0.00e+00
-6.50e-04,1.38e-02
-6.40e-04,0.00e+00
-6.30e-04,1.38e-02
-6.20e-04,1.38e-02
-6.10e-04,0.00e+00
-6.00e-04,0.00e+00
-5.90e-04,0.00e+00
-5.80e-04,0.00e+00
-5.70e-04,0.00e+00
-5.60e-04,1.38e-02
-5.50e-04,0.00e+00
-5.40e-04,0.00e+00
-5.30e-04,1.38e-02
-5.20e-04,1.38e-02
-5.10e-04,0.00e+00
-5.00e-04,-1.38e-02
-4.90e-04,0.00e+00
-4.80e-04,0.00e+00
-4.70e-04,0.00e+00
-4.60e-04,0.00e+00
-4.50e-04,1.38e-02
-4.40e-04,0.00e+00
-4.30e-04,-1.38e-02
-4.20e-04,0.00e+00
-4.10e-04,0.00e+00
-4.00e-04,0.00e+00
-3.90e-04,1.38e-02
-3.80e-04,0.00e+00
-3.70e-04,0.00e+00
-3.60e-04,0.00e+00
-3.50e-04,1.38e-02
-3.40e-04,0.00e+00
-3.30e-04,1.38e-02
-3.20e-04,0.00e+00
-3.10e-04,0.00e+00
-3.00e-04,0.00e+00
-2.90e-04,0.00e+00
-2.80e-04,1.38e-02
-2.70e-04,-1.38e-02
-2.60e-04,1.38e-02
-2.50e-04,0.00e+00
-2.40e-04,0.00e+00
-2.30e-04,0.00e+00
-2.20e-04,1.38e-02
-2.10e-04,0.00e+00
-2.00e-04,0.00e+00
-1.90e-04,1.38e-02
-1.80e-04,0.00e+00
-1.70e-04,0.00e+00
-1.60e-04,0.00e+00
-1.50e-04,1.38e-02
-1.40e-04,1.38e-02
-1.30e-04,0.00e+00
-1.20e-04,1.38e-02
-1.10e-04,0.00e+00
-1.00e-04,0.00e+00
-9.00e-05,0.00e+00
-8.00e-05,0.00e+00
-7.00e-05,-1.38e-02
-6.00e-05,0.00e+00
-5.00e-05,0.00e+00
-4.00e-05,1.38e-02
-3.00e-05,0.00e+00
-2.00e-05,0.00e+00
-1.00e-05,1.38e-02
-1.84e-10,0.00e+00
9.99e-06,2.76e-02
2.00e-05,6.89e-02
3.00e-05,1.10e-01
4.00e-05,1.38e-01
5.00e-05,1.79e-01
6.00e-05,2.07e-01
7.00e-05,2.62e-01
8.00e-05,2.76e-01
9.00e-05,3.31e-01
1.00e-04,3.45e-01
1.10e-04,3.86e-01
1.20e-04,4.14e-01
1.30e-04,4.42e-01
1.40e-04,4.69e-01
1.50e-04,5.11e-01
1.60e-04,5.11e-01
1.70e-04,5.52e-01
1.80e-04,5.80e-01
1.90e-04,6.21e-01
2.00e-04,6.35e-01
2.10e-04,6.76e-01
2.20e-04,6.62e-01
2.30e-04,7.04e-01
2.40e-04,7.31e-01
2.50e-04,7.59e-01
2.60e-04,7.73e-01
2.70e-04,8.00e-01
2.80e-04,8.42e-01
2.90e-04,8.56e-01
3.00e-04,8.56e-01
3.10e-04,8.97e-01
3.20e-04,9.11e-01
3.30e-04,9.38e-01
3.40e-04,9.38e-01
3.50e-04,9.80e-01
3.60e-04,9.94e-01
3.70e-04,1.01e+00
3.80e-04,1.02e+00
3.90e-04,1.05e+00
4.00e-04,1.05e+00
4.10e-04,1.10e+00
4.20e-04,1.10e+00
4.30e-04,1.12e+00
4.40e-04,1.13e+00
4.50e-04,1.15e+00
4.60e-04,1.16e+00
4.70e-04,1.20e+00
4.80e-04,1.20e+00
4.90e-04,1.20e+00
5.00e-04,1.21e+00
5.10e-04,1.24e+00
5.20e-04,1.24e+00
5.30e-04,1.27e+00
5.40e-04,1.27e+00
5.50e-04,1.30e+00
5.60e-04,1.30e+00
5.70e-04,1.32e+00
5.80e-04,1.32e+00
5.90e-04,1.34e+00
6.00e-04,1.35e+00
6.10e-04,1.37e+00
6.20e-04,1.37e+00
6.30e-04,1.39e+00
6.40e-04,1.39e+00
6.50e-04,1.41e+00
6.60e-04,1.42e+00
6.70e-04,1.45e+00
6.80e-04,1.45e+00
6.90e-04,1.46e+00
7.00e-04,1.46e+00
7.10e-04,1.48e+00
7.20e-04,1.49e+00
7.30e-04,1.49e+00
7.40e-04,1.49e+00
7.50e-04,1.53e+00
7.60e-04,1.53e+00
7.70e-04,1.52e+00
7.80e-04,1.55e+00
7.90e-04,1.55e+00
8.00e-04,1.55e+00
8.10e-04,1.56e+00
8.20e-04,1.57e+00
8.30e-04,1.59e+00
8.40e-04,1.59e+00
8.50e-04,1.59e+00
8.60e-04,1.59e+00
8.70e-04,1.61e+00
8.80e-04,1.61e+00
8.90e-04,1.63e+00
9.00e-04,1.63e+00
9.10e-04,1.64e+00
9.20e-04,1.64e+00
9.30e-04,1.64e+00
9.40e-04,1.64e+00
9.50e-04,1.66e+00
9.60e-04,1.67e+00
9.70e-04,1.68e+00
9.80e-04,1.68e+00
9.90e-04,1.67e+00
1.00e-03,1.68e+00
1.01e-03,1.70e+00
1.02e-03,1.70e+00
1.03e-03,1.71e+00
