X,CH1,
Second,Volt,
0.005176,0.999,
0.005176,1,
0.005186,0.999,
0.005186,0.999,
0.005186,0.999,
0.005186,0.999,
0.005186,0.999,
0.005196,0.999,
0.005196,1,
0.005196,0.999,
0.005196,0.999,
0.005196,0.999,
0.005206,0.999,
0.005206,0.999,
0.005206,1,
0.005206,0.999,
0.005206,0.999,
0.005216,0.999,
0.005216,0.999,
0.005216,0.999,
0.005216,0.999,
0.005216,1.01,
0.005226,0.999,
0.005226,0.999,
0.005226,0.999,
0.005226,0.999,
0.005226,0.999,
0.005236,0.999,
0.005236,0.999,
0.005236,0.999,
0.005236,0.999,
0.005236,0.999,
0.005246,0.999,
0.005246,0.999,
0.005246,0.999,
0.005246,0.999,
0.005246,0.999,
0.005256,0.999,
0.005256,0.999,
0.005256,0.999,
0.005256,0.999,
0.005256,0.999,
0.005266,0.999,
0.005266,0.999,
0.005266,0.999,
0.005266,0.999,
0.005266,0.999,
0.005276,1,
0.005276,0.999,
0.005276,0.999,
0.005276,1,
0.005276,0.999,
0.005286,0.999,
0.005286,0.999,
0.005286,0.999,
0.005286,0.999,
0.005286,0.999,
0.005296,0.999,
0.005296,0.999,
0.005296,0.999,
0.005296,0.999,
0.005296,0.999,
0.005306,0.999,
0.005306,0.999,
0.005306,0.999,
0.005306,0.999,
0.005306,0.999,
0.005316,0.999,
0.005316,0.999,
0.005316,0.999,
0.005316,0.999,
0.005316,0.999,
0.005326,0.999,
0.005326,0.999,
0.005326,0.999,
0.005326,0.999,
0.005326,0.999,
0.005336,0.999,
0.005336,0.999,
0.005336,0.999,
0.005336,0.999,
0.005336,0.999,
0.005346,0.999,
0.005346,1,
0.005346,0.999,
0.005346,0.993,
0.005346,0.999,
0.005356,0.999,
0.005356,0.999,
0.005356,1,
0.005356,0.999,
0.005356,0.999,
0.005366,0.999,
0.005366,0.999,
0.005366,0.999,
0.005366,1,
0.005366,0.999,
0.005376,0.999,
0.005376,0.999,
0.005376,0.999,
0.005376,0.999,
0.005376,0.999,
0.005386,0.999,
0.005386,0.999,
0.005386,0.999,
0.005386,0.999,
0.005386,0.999,
0.005396,1,
0.005396,1,
0.005396,0.999,
0.005396,0.999,
0.005396,0.999,
0.005406,0.999,
0.005406,0.999,
0.005406,1,
0.005406,1,
0.005406,0.999,
0.005416,0.999,
0.005416,0.999,
0.005416,0.999,
0.005416,0.999,
0.005416,0.999,
0.005426,0.999,
0.005426,0.999,
0.005426,0.999,
0.005426,0.999,
0.005426,1,
0.005436,0.999,
0.005436,0.999,
0.005436,0.999,
0.005436,0.999,
0.005436,0.999,
0.005446,1,
0.005446,0.999,
0.005446,0.999,
0.005446,0.999,
0.005446,0.999,
0.005456,0.999,
0.005456,1,
0.005456,0.999,
0.005456,0.999,
0.005456,0.999,
0.005466,0.999,
0.005466,1,
0.005466,1,
0.005466,0.999,
0.005466,0.999,
0.005476,0.999,
0.005476,1,
0.005476,0.999,
0.005476,0.999,
0.005476,0.999,
0.005486,0.999,
0.005486,0.999,
0.005486,0.999,
0.005486,0.999,
0.005486,1,
0.005496,1.01,
0.005496,0.999,
0.005496,0.999,
0.005496,0.999,
0.005496,0.999,
0.005506,0.999,
0.005506,0.999,
0.005506,0.999,
0.005506,0.999,
0.005506,0.999,
0.005516,1,
0.005516,0.999,
0.005516,0.999,
0.005516,0.999,
0.005516,0.999,
0.005526,0.999,
0.005526,0.999,
0.005526,0.999,
0.005526,0.999,
0.005526,0.999,
0.005536,1,
0.005536,0.999,
0.005536,0.999,
0.005536,0.999,
0.005536,0.999,
0.005546,1,
0.005546,0.999,
0.005546,0.999,
0.005546,0.999,
0.005546,0.999,
0.005556,1,
0.005556,0.999,
0.005556,0.999,
0.005556,0.999,
0.005556,0.999,
0.005566,0.999,
0.005566,0.999,
0.005566,0.999,
0.005566,0.999,
0.005566,0.999,
0.005576,0.999,
0.005576,0.999,
0.005576,0.999,
0.005576,0.999,
0.005576,0.999,
0.005586,0.999,
0.005586,0.999,
0.005586,0.999,
0.005586,0.999,
0.005586,0.999,
0.005596,0.999,
0.005596,0.999,
0.005596,0.999,
0.005596,0.999,
0.005596,0.999,
0.005606,0.999,
0.005606,0.999,
0.005606,0.999,
0.005606,0.999,
0.005606,0.999,
0.005616,0.999,
0.005616,0.999,
0.005616,0.999,
0.005616,0.999,
0.005616,0.999,
0.005626,0.999,
0.005626,0.999,
0.005626,0.999,
0.005626,0.999,
0.005626,0.999,
0.005636,0.999,
0.005636,0.999,
0.005636,0.999,
0.005636,0.999,
0.005636,0.999,
0.005646,0.999,
0.005646,0.999,
0.005646,0.999,
0.005646,0.999,
0.005646,1,
0.005656,0.999,
0.005656,0.993,
0.005656,0.999,
0.005656,0.999,
0.005656,0.999,
0.005666,0.999,
0.005666,0.999,
0.005666,0.999,
0.005666,0.999,
0.005666,0.999,
0.005676,0.999,
0.005676,0.999,
0.005676,0.999,
0.005676,1,
0.005676,0.999,
0.005686,0.999,
0.005686,0.999,
0.005686,0.999,
0.005686,0.999,
0.005686,0.999,
0.005696,0.999,
0.005696,0.999,
0.005696,0.999,
0.005696,0.999,
0.005696,0.999,
0.005706,0.999,
0.005706,0.999,
0.005706,0.999,
0.005706,0.999,
0.005706,0.999,
0.005716,0.999,
0.005716,0.999,
0.005716,0.999,
0.005716,0.999,
0.005716,0.999,
0.005726,0.999,
0.005726,0.999,
0.005726,0.999,
0.005726,0.999,
0.005726,0.999,
0.005736,0.999,
0.005736,0.999,
0.005736,0.999,
0.005736,0.999,
0.005736,0.999,
0.005746,0.999,
0.005746,0.999,
0.005746,0.999,
0.005746,0.999,
0.005746,0.999,
0.005756,0.999,
0.005756,0.999,
0.005756,0.999,
0.005756,0.999,
0.005756,0.999,
0.005766,0.999,
0.005766,0.999,
0.005766,0.999,
0.005766,0.999,
0.005766,0.999,
0.005776,0.999,
0.005776,0.999,
0.005776,0.999,
0.005776,0.993,
0.005776,0.999,
0.005786,0.999,
0.005786,0.999,
0.005786,0.999,
0.005786,0.999,
0.005786,0.999,
0.005796,0.999,
0.005796,0.999,
0.005796,0.999,
0.005796,0.999,
0.005796,0.999,
0.005806,0.999,
0.005806,0.999,
0.005806,0.999,
0.005806,1,
0.005806,0.999,
0.005816,0.999,
0.005816,0.999,
0.005816,1,
0.005816,0.999,
0.005816,0.999,
0.005826,0.999,
0.005826,0.999,
0.005826,0.999,
0.005826,0.999,
0.005826,0.999,
0.005836,0.999,
0.005836,0.999,
0.005836,1,
0.005836,0.999,
0.005836,0.999,
0.005846,0.999,
0.005846,0.999,
0.005846,0.999,
0.005846,0.999,
0.005846,1,
0.005856,0.999,
0.005856,0.999,
0.005856,0.999,
0.005856,0.999,
0.005856,0.999,
0.005866,0.999,
0.005866,0.999,
0.005866,0.999,
0.005866,0.999,
0.005866,0.999,
0.005876,1,
0.005876,1,
0.005876,0.999,
0.005876,0.999,
0.005876,0.999,
0.005886,1,
0.005886,0.999,
0.005886,0.999,
0.005886,1,
0.005886,1,
0.005896,0.999,
0.005896,0.999,
0.005896,0.999,
0.005896,0.999,
0.005896,0.999,
0.005906,0.999,
0.005906,0.999,
0.005906,1,
0.005906,0.999,
0.005906,0.999,
0.005916,0.999,
0.005916,0.999,
0.005916,0.999,
0.005916,0.999,
0.005916,0.999,
0.005926,0.999,
0.005926,0.999,
0.005926,0.999,
0.005926,0.999,
0.005926,0.999,
0.005936,0.999,
0.005936,0.999,
0.005936,0.999,
0.005936,0.999,
0.005936,0.999,
0.005946,0.999,
0.005946,1,
0.005946,1,
0.005946,0.999,
0.005946,0.999,
0.005956,0.999,
0.005956,0.999,
0.005956,0.999,
0.005956,0.999,
0.005956,0.999,
0.005966,0.999,
0.005966,0.999,
0.005966,0.999,
0.005966,0.999,
0.005966,0.999,
0.005976,0.999,
0.005976,0.999,
0.005976,0.999,
0.005976,0.999,
0.005976,1,
0.005986,0.999,
0.005986,0.999,
0.005986,0.999,
0.005986,0.999,
0.005986,0.999,
0.005996,0.999,
0.005996,0.999,
0.005996,0.999,
0.005996,0.999,
0.005996,0.999,
0.006006,1,
0.006006,0.999,
0.006006,0.999,
0.006006,0.999,
0.006006,0.999,
0.006016,0.999,
0.006016,0.999,
0.006016,1,
0.006016,0.999,
0.006016,0.999,
0.006026,0.999,
0.006026,0.999,
0.006026,0.993,
0.006026,0.999,
0.006026,0.999,
0.006036,0.999,
0.006036,0.999,
0.006036,0.999,
0.006036,0.999,
0.006036,0.999,
0.006046,0.999,
0.006046,0.999,
0.006046,0.999,
0.006046,0.999,
0.006046,0.999,
0.006056,0.999,
0.006056,0.999,
0.006056,0.999,
0.006056,0.999,
0.006056,0.999,
0.006066,0.999,
0.006066,0.999,
0.006066,0.999,
0.006066,0.999,
0.006066,0.999,
0.006076,0.999,
0.006076,0.999,
0.006076,0.999,
0.006076,0.999,
0.006076,0.999,
0.006086,1,
0.006086,0.999,
0.006086,0.999,
0.006086,0.999,
0.006086,1,
0.006096,0.999,
0.006096,0.999,
0.006096,0.999,
0.006096,1,
0.006096,1,
0.006106,0.999,
0.006106,0.993,
0.006106,0.999,
0.006106,0.999,
0.006106,0.999,
0.006116,0.999,
0.006116,0.999,
0.006116,0.999,
0.006116,0.999,
0.006116,1,
0.006126,0.999,
0.006126,0.999,
0.006126,0.999,
0.006126,0.999,
0.006126,0.999,
0.006136,0.999,
0.006136,0.999,
0.006136,1.01,
0.006136,0.999,
0.006136,0.999,
0.006146,0.999,
0.006146,0.999,
0.006146,0.999,
0.006146,0.999,
0.006146,0.999,
0.006156,0.999,
0.006156,0.999,
0.006156,0.999,
0.006156,0.999,
0.006156,0.999,
0.006166,0.999,
